N,P,K,temperature,humidity,pH,rainfall,crop
40.79,22.9,34.75,24.23,39.84,6.52,402.39,Groundnut
104.08,35.26,64.36,26.5,73.17,6.76,439.11,Maize
83.25,36.48,42.14,19.42,62.46,6.99,368.51,Onion
48.32,27.54,35.12,18.16,61.75,7.55,354.63,Barley
131.07,33.65,52.11,22.5,61.14,6.59,474.17,Corn
97.28,26.27,36.27,31.09,81.74,6.24,1366.26,Rice
58.49,25.41,35.42,17.53,57.13,6.99,301.4,Barley
115.59,43.33,71.57,20.83,56.82,7.48,436.77,Sugarbeet
118.6,54.21,75.6,20.32,59.08,7.41,492.05,Sugarbeet
42.62,25.72,35.88,27.14,60.39,6.45,463.92,Groundnut
90.78,21.57,67.19,19.85,65.83,6.85,370.22,Onion
77.76,32.71,61.13,31.1,73.28,7.16,1327.01,Rice
27.8,24.29,48.74,21.38,46.86,6.8,279.94,Gram
48.94,14.61,20.96,26.59,51.18,6.4,359.0,Groundnut
71.39,25.45,44.83,27.23,75.79,6.95,1361.87,Rice
126.15,22.51,38.21,28.8,86.55,6.1,1325.51,Rice
36.35,33.46,54.62,31.35,82.3,6.33,1292.67,Rice
94.67,27.97,60.48,29.7,57.69,6.76,571.53,Cotton
55.87,21.03,38.12,19.77,53.8,7.41,346.58,Barley
53.12,30.04,25.99,20.45,63.16,6.95,203.54,Gram
97.39,31.78,61.48,24.79,48.8,6.64,426.22,Corn
110.71,25.3,76.35,26.38,52.24,6.62,529.12,Cotton
99.48,50.81,75.16,20.26,70.34,7.61,420.5,Sugarbeet
31.46,17.8,63.25,15.92,56.2,6.58,263.14,Pulses
73.88,27.28,55.2,20.79,80.03,7.46,292.17,Onion
19.45,30.27,53.9,25.73,67.0,7.38,426.47,Soybean
77.8,35.01,49.87,26.16,73.19,6.83,333.85,Tomato
49.99,18.22,20.3,22.17,61.79,6.41,304.24,Gram
56.79,17.24,57.12,19.98,54.92,6.84,353.04,Barley
153.14,46.75,90.88,22.26,62.61,7.63,495.46,Sugarbeet
62.32,22.65,51.43,16.87,52.43,7.1,306.06,Barley
104.26,55.21,85.11,22.56,76.1,6.78,390.38,Sugarbeet
112.12,32.3,54.35,32.99,45.65,7.5,613.37,Cotton
64.31,19.09,33.44,31.31,48.58,6.94,454.4,Millet
55.93,34.83,67.55,30.65,67.29,6.69,540.93,Cotton
28.29,24.91,45.42,20.93,47.78,6.77,337.98,Gram
92.54,24.22,55.93,26.4,64.67,7.01,360.98,Tomato
26.11,17.28,35.47,25.22,57.16,6.42,444.75,Groundnut
6.71,19.39,46.64,26.31,59.58,6.3,397.4,Groundnut
40.21,27.23,40.07,18.21,56.26,6.62,378.14,Pulses
13.59,20.7,51.29,25.63,50.21,6.4,365.26,Groundnut
106.13,43.24,50.96,24.84,74.76,7.0,464.92,Maize
53.95,26.01,55.08,18.96,56.71,7.03,307.87,Wheat
57.45,25.18,58.11,25.65,76.28,6.69,1314.92,Rice
86.1,36.48,81.73,25.57,76.1,6.59,381.82,Tomato
118.78,44.89,56.33,19.51,71.73,7.72,466.42,Sugarbeet
74.83,33.7,74.73,22.44,81.98,6.57,462.93,Tomato
84.91,26.26,62.52,17.37,66.73,6.4,302.48,Onion
144.4,35.11,38.19,23.75,62.7,6.92,430.7,Corn
95.46,45.81,93.2,23.2,65.8,6.92,472.71,Sugarbeet
47.75,25.4,45.69,19.76,53.64,6.93,367.67,Barley
93.6,25.83,61.71,22.4,67.58,7.42,315.83,Onion
107.49,27.19,46.98,29.81,95.16,6.48,1316.11,Rice
35.22,26.38,43.31,24.35,71.3,7.02,523.68,Soybean
33.94,21.13,44.06,17.88,62.56,6.96,413.22,Gram
103.2,23.38,50.63,23.12,67.54,6.63,381.28,Corn
78.08,36.39,50.36,24.83,71.07,6.79,521.01,Soybean
63.55,27.18,51.45,25.79,73.02,6.7,442.48,Soybean
99.46,27.19,67.73,27.65,62.34,6.92,446.03,Corn
122.06,31.04,63.1,26.6,63.19,6.58,414.74,Maize
127.9,53.47,82.24,21.71,67.33,6.99,368.73,Sugarbeet
68.54,28.87,58.94,32.31,93.97,6.45,1247.53,Rice
114.75,27.51,53.53,23.46,81.83,6.78,490.9,Corn
111.33,29.03,84.5,27.62,63.64,6.6,465.42,Maize
54.39,18.42,23.47,30.67,47.12,6.23,462.13,Millet
100.03,35.42,63.73,17.53,70.32,6.94,238.88,Onion
107.46,32.73,50.9,30.45,84.19,6.36,1368.47,Rice
51.64,16.7,41.86,32.41,45.55,6.84,462.61,Millet
104.1,39.49,50.44,24.48,76.09,6.42,403.85,Maize
69.66,27.71,51.03,20.05,79.3,6.97,438.69,Wheat
141.09,69.15,99.64,22.68,74.02,6.94,1105.64,Sugarcane
48.84,28.5,52.77,26.29,68.92,6.92,492.48,Soybean
60.73,29.04,52.27,21.16,67.02,6.88,483.87,Soybean
170.85,67.24,100.0,25.2,83.5,6.36,1074.97,Sugarcane
97.1,33.35,46.89,30.78,69.02,6.95,611.17,Cotton
33.73,21.69,48.47,31.62,42.06,6.49,530.05,Millet
101.29,26.73,48.77,18.93,58.52,6.71,374.33,Onion
50.83,29.72,21.0,28.36,34.39,6.98,522.08,Millet
26.81,27.17,39.49,23.79,66.28,6.72,283.01,Pulses
161.52,53.76,98.72,23.11,77.29,6.65,1048.2,Sugarcane
57.24,30.26,54.24,30.6,85.35,6.8,1328.96,Rice
95.2,29.56,66.07,21.89,65.58,6.69,219.11,Onion
90.71,28.12,73.26,32.41,48.86,7.24,615.6,Cotton
53.12,37.11,61.92,26.4,49.52,6.44,561.56,Soybean
41.05,25.2,39.68,31.11,36.65,6.75,342.26,Millet
66.8,35.69,46.58,20.39,42.07,7.07,299.28,Wheat
63.4,18.28,36.69,20.61,60.76,7.21,319.94,Barley
59.68,20.18,40.23,21.62,60.57,7.25,251.84,Pulses
68.44,33.8,37.93,21.98,69.64,6.72,290.21,Barley
55.45,23.83,23.82,31.57,46.12,7.17,565.71,Millet
55.31,28.81,62.79,27.1,54.61,6.78,479.63,Soybean
104.04,35.69,46.49,26.04,63.1,6.78,391.61,Corn
73.18,25.26,57.43,27.43,61.54,6.34,437.87,Corn
125.38,53.72,74.52,19.55,63.0,7.38,368.86,Sugarbeet
44.17,24.44,40.26,19.67,59.66,6.94,200.07,Gram
59.55,21.17,46.57,27.01,55.81,6.63,380.14,Groundnut
52.66,8.44,23.61,31.83,37.04,6.7,415.37,Millet
60.15,25.94,60.32,22.21,70.48,7.12,395.95,Tomato
94.31,33.75,63.2,23.83,70.82,6.24,435.51,Tomato
57.55,37.53,67.89,31.52,68.32,6.99,546.71,Cotton
66.17,24.96,41.15,20.65,67.35,6.89,348.49,Gram
19.36,26.38,33.63,25.29,80.29,6.33,498.11,Soybean
137.17,57.58,70.45,18.43,61.04,7.19,526.48,Sugarbeet
63.01,30.41,52.5,21.53,73.17,6.92,239.44,Onion
76.58,23.53,43.2,19.53,58.18,6.76,375.88,Barley
68.81,27.47,57.84,24.04,68.43,6.65,558.63,Soybean
47.25,19.7,33.45,23.45,49.45,6.81,276.34,Pulses
126.78,51.25,90.3,23.12,62.95,6.61,465.72,Sugarbeet
71.61,14.48,46.21,28.83,57.72,6.53,374.61,Groundnut
76.6,33.05,44.43,29.53,83.96,6.13,1315.76,Rice
120.71,47.62,70.13,18.05,61.66,7.67,463.66,Sugarbeet
79.52,16.88,63.67,20.72,51.42,7.09,306.9,Wheat
54.31,24.63,18.3,27.28,42.26,6.65,579.21,Millet
85.73,35.42,43.51,28.81,95.78,6.31,1326.99,Rice
172.03,64.75,88.43,26.49,71.36,6.74,1017.98,Sugarcane
69.18,28.99,32.26,23.68,58.45,6.96,440.97,Groundnut
46.29,13.63,39.51,23.47,57.66,6.74,465.82,Groundnut
115.39,35.28,42.18,25.06,79.42,6.84,430.14,Maize
36.66,15.82,62.07,18.08,43.33,6.78,215.35,Gram
68.62,24.24,31.51,22.42,47.61,7.34,326.78,Wheat
99.77,34.15,66.44,24.3,77.27,6.56,462.24,Tomato
52.36,21.65,71.45,21.55,68.37,6.29,635.79,Soybean
137.93,41.27,73.42,15.09,82.18,6.95,428.9,Sugarbeet
66.65,14.92,36.84,27.83,48.15,6.58,483.43,Millet
37.1,21.75,30.78,21.12,53.09,7.44,310.91,Gram
107.54,36.56,51.0,26.22,64.81,6.71,476.28,Maize
95.3,37.7,61.02,25.82,73.53,6.46,444.03,Corn
52.31,34.51,39.93,18.4,60.26,6.78,393.31,Wheat
102.76,25.53,64.09,23.96,76.05,6.89,456.46,Corn
103.46,29.02,80.63,21.87,83.24,6.95,425.59,Tomato
91.64,34.4,81.16,27.83,69.68,7.04,414.71,Tomato
105.7,28.77,69.35,27.28,65.15,6.72,476.92,Tomato
20.56,23.21,20.02,23.17,56.72,6.49,297.83,Groundnut
103.9,24.38,54.85,23.23,63.59,6.52,454.23,Maize
67.93,21.65,42.55,24.33,65.62,6.93,449.01,Soybean
87.21,29.38,69.6,22.35,66.16,6.78,306.21,Onion
41.56,21.93,44.68,20.14,59.51,6.94,296.8,Pulses
65.2,17.01,32.81,18.47,50.78,7.49,419.31,Barley
100.26,25.28,74.0,24.71,79.17,6.95,456.74,Tomato
47.15,24.79,41.97,27.3,68.31,6.91,460.89,Groundnut
105.5,24.84,52.5,30.36,94.85,6.7,1413.45,Rice
76.65,22.07,35.38,26.9,55.96,6.55,412.31,Groundnut
14.38,30.96,37.48,19.74,65.48,6.45,260.31,Pulses
62.4,31.8,55.66,25.21,65.8,6.94,465.67,Soybean
84.71,31.91,38.69,32.19,67.77,7.01,1380.08,Rice
132.71,55.67,100.0,24.59,78.61,6.84,1037.53,Sugarcane
46.82,24.61,47.01,21.27,55.23,7.11,273.9,Gram
9.23,26.44,34.72,19.77,64.36,7.03,289.6,Pulses
95.47,25.66,50.31,22.67,68.47,7.4,427.56,Tomato
145.61,47.34,50.94,19.03,62.2,7.26,381.82,Sugarbeet
111.5,25.21,50.66,28.75,81.88,6.34,1336.35,Rice
116.43,17.25,88.62,27.23,65.74,6.73,450.09,Corn
135.16,46.69,76.33,19.42,56.25,7.25,463.92,Sugarbeet
53.01,26.69,35.12,23.03,51.85,6.72,379.3,Barley
117.33,46.26,91.46,17.84,64.16,6.91,440.25,Sugarbeet
114.37,54.78,79.95,21.69,62.93,7.13,493.16,Sugarbeet
18.29,19.59,45.25,28.28,55.43,6.8,489.06,Groundnut
73.99,27.06,68.58,18.8,63.78,6.65,353.02,Onion
72.74,24.84,68.56,20.51,65.01,6.52,352.46,Onion
49.78,25.45,70.53,25.21,71.17,6.68,422.62,Tomato
48.13,34.26,30.63,22.12,45.84,7.02,236.55,Pulses
46.01,25.22,49.49,26.33,55.11,6.73,457.5,Groundnut
55.38,14.5,30.54,30.73,40.42,6.51,552.38,Millet
129.62,57.12,62.1,19.54,66.37,7.46,509.61,Sugarbeet
135.28,49.55,72.47,17.15,62.21,7.42,463.35,Sugarbeet
146.95,61.68,100.0,21.45,73.9,6.6,1058.83,Sugarcane
116.07,24.74,82.63,23.85,70.28,6.5,442.2,Tomato
70.27,19.14,27.03,24.75,63.07,6.92,296.35,Gram
160.01,54.5,100.0,24.95,78.94,7.44,967.17,Sugarcane
122.71,47.43,81.68,18.11,47.66,6.8,490.18,Sugarbeet
106.6,30.2,67.95,19.11,73.51,6.66,388.08,Onion
83.84,18.96,55.16,23.25,70.25,6.69,268.96,Wheat
39.28,22.08,38.32,30.05,48.21,6.99,463.32,Millet
85.13,32.85,57.17,16.66,62.86,6.83,365.08,Onion
87.83,31.89,66.45,19.48,66.27,6.61,269.42,Onion
95.9,31.77,28.46,26.61,80.71,6.82,455.78,Soybean
77.23,33.54,38.3,34.27,100.0,6.69,1375.8,Rice
50.86,26.54,45.36,19.14,38.12,6.51,299.17,Pulses
93.67,34.73,51.18,30.8,88.68,6.12,1337.07,Rice
51.73,18.52,20.52,29.5,32.63,5.96,446.75,Millet
76.58,32.38,56.95,26.3,68.7,6.25,480.02,Tomato
83.86,24.07,58.99,19.09,72.45,7.15,262.04,Onion
46.61,28.37,32.61,18.62,50.87,6.89,267.0,Pulses
45.59,21.23,35.08,28.76,38.55,6.7,456.1,Millet
63.64,23.34,47.36,25.91,71.02,7.07,566.62,Soybean
125.95,32.53,58.32,23.84,65.49,6.7,562.2,Maize
108.2,28.98,64.77,28.39,61.3,6.75,439.34,Maize
66.72,18.07,55.38,28.94,51.14,6.38,424.26,Groundnut
116.67,55.2,84.37,20.24,61.08,7.56,467.7,Sugarbeet
88.27,33.99,52.46,25.28,51.75,6.71,399.11,Maize
104.72,36.01,60.57,29.19,58.76,7.03,518.58,Cotton
36.11,22.06,49.64,26.2,54.73,6.59,472.99,Groundnut
84.48,22.1,71.32,23.02,84.99,6.14,438.35,Tomato
50.61,20.89,49.84,19.75,56.65,6.54,278.56,Gram
143.98,55.4,100.0,23.66,70.28,6.42,996.2,Sugarcane
48.07,32.11,52.43,25.05,64.76,6.4,455.93,Soybean
43.07,25.42,45.42,20.02,58.14,6.95,388.1,Wheat
62.4,19.51,24.35,19.55,46.82,6.99,312.77,Barley
134.76,57.64,100.0,24.59,78.83,7.28,1065.55,Sugarcane
93.41,35.44,71.17,27.87,66.92,7.11,645.12,Cotton
33.12,23.58,48.59,23.39,43.93,6.71,208.07,Gram
151.29,58.61,96.7,24.24,74.42,6.52,1046.33,Sugarcane
83.07,23.14,67.85,20.25,68.67,6.71,417.58,Tomato
46.97,19.85,22.57,23.48,51.48,6.84,207.48,Gram
76.4,23.37,37.98,20.52,55.66,7.06,113.53,Barley
31.36,23.02,47.32,22.17,64.3,6.62,336.01,Pulses
19.0,14.89,24.94,29.38,26.14,6.8,493.33,Millet
80.46,23.74,54.25,20.21,75.8,6.52,356.82,Onion
33.81,30.84,42.18,24.36,65.35,6.54,527.56,Soybean
61.0,22.8,61.14,32.86,50.9,7.47,660.79,Cotton
53.84,24.8,43.21,25.89,95.19,6.55,434.17,Tomato
98.24,24.99,57.76,25.46,78.77,6.87,409.33,Corn
22.93,14.85,24.79,31.04,50.86,6.4,609.55,Millet
72.47,20.12,18.47,29.32,36.15,6.57,461.38,Millet
94.86,41.2,61.6,24.75,63.07,6.54,482.06,Corn
103.42,28.97,48.65,22.92,51.18,6.67,459.11,Maize
91.9,21.48,56.48,27.0,71.55,7.4,601.89,Cotton
78.58,25.25,36.66,23.73,40.84,6.92,512.88,Soybean
85.7,28.57,68.86,26.91,67.62,6.06,449.04,Corn
100.48,32.85,73.99,25.0,58.65,6.52,366.56,Corn
58.31,26.83,48.29,33.05,77.11,6.12,1397.9,Rice
30.85,22.5,39.82,22.96,54.94,6.94,263.64,Gram
81.39,33.11,59.06,28.45,98.93,6.03,1386.81,Rice
75.95,34.13,57.38,23.1,73.15,6.57,307.61,Onion
86.4,29.32,40.2,30.26,80.68,6.27,1415.68,Rice
138.85,56.01,68.19,22.9,65.19,7.05,502.27,Sugarbeet
48.49,24.25,44.78,20.11,60.83,6.83,364.93,Barley
39.03,25.53,49.81,27.65,59.62,6.47,498.92,Soybean
79.36,34.68,47.5,27.82,71.26,6.94,1335.73,Rice
60.27,31.82,61.1,24.31,61.99,6.65,555.44,Soybean
72.18,27.53,47.68,32.46,76.68,6.88,1325.96,Rice
96.87,32.69,64.64,22.5,76.71,6.66,370.7,Tomato
102.67,26.36,70.55,26.13,49.9,6.77,477.07,Maize
142.6,59.14,91.28,25.07,83.63,6.72,1113.84,Sugarcane
41.25,28.09,65.41,24.95,62.71,6.62,528.76,Soybean
177.15,57.71,100.0,23.48,78.7,6.72,1102.65,Sugarcane
60.85,14.76,36.53,27.77,49.53,7.05,419.6,Millet
19.58,24.31,18.77,22.69,54.22,6.74,274.5,Gram
119.32,42.83,59.7,33.86,57.24,6.22,618.96,Cotton
83.43,29.43,55.59,18.74,53.39,6.97,296.37,Wheat
177.66,62.69,100.0,22.33,61.22,7.43,1066.74,Sugarcane
93.82,25.02,56.06,24.88,72.28,6.61,451.68,Corn
38.67,32.95,33.2,22.01,67.6,6.94,323.73,Gram
137.8,61.3,100.0,25.96,75.2,6.35,1049.43,Sugarcane
90.95,33.59,74.44,24.57,58.8,7.01,439.25,Maize
41.36,25.74,29.93,19.57,38.54,6.66,319.02,Pulses
70.67,31.9,60.62,34.15,54.76,6.87,632.26,Cotton
155.91,63.64,97.31,22.22,77.82,7.08,1070.44,Sugarcane
41.94,12.79,37.27,26.0,49.14,6.68,453.98,Groundnut
36.19,31.04,39.17,27.8,60.66,6.66,379.19,Groundnut
40.41,21.55,17.35,30.27,52.59,6.6,484.51,Millet
57.65,35.0,62.64,32.34,74.13,6.5,1400.46,Rice
122.39,53.29,62.8,17.65,48.05,7.24,459.29,Sugarbeet
34.64,29.48,29.99,26.85,58.72,6.44,459.23,Groundnut
47.69,23.27,36.43,29.56,45.53,7.3,385.76,Millet
106.39,21.43,63.22,29.77,37.68,6.51,560.86,Cotton
79.01,26.88,71.99,32.19,92.59,7.01,1282.99,Rice
88.5,24.85,51.15,24.58,69.42,6.65,433.27,Tomato
28.63,29.34,38.99,18.13,56.86,6.92,284.02,Gram
152.54,50.23,95.67,20.79,57.46,7.75,414.33,Sugarbeet
81.24,27.57,63.66,25.48,66.48,6.52,418.54,Tomato
49.03,18.98,34.27,23.26,57.5,6.82,264.85,Barley
110.75,33.48,73.17,21.72,61.01,5.84,320.38,Onion
52.17,33.91,63.37,26.37,82.65,6.73,515.61,Soybean
89.02,24.86,77.83,26.23,64.17,7.05,377.64,Tomato
99.33,31.35,55.87,25.36,70.71,6.48,432.27,Corn
54.28,23.65,78.54,19.75,72.59,6.58,270.5,Onion
79.92,29.28,54.25,22.71,59.04,6.65,473.46,Tomato
72.14,28.18,58.19,33.48,90.09,6.42,1364.29,Rice
36.39,12.93,34.0,33.6,38.83,6.94,556.06,Millet
57.45,21.53,47.43,24.8,45.46,7.45,346.34,Barley
94.84,31.6,41.52,24.36,68.83,7.1,407.02,Wheat
74.57,34.44,89.75,30.38,45.71,7.11,604.45,Cotton
56.96,22.03,41.91,17.94,63.33,7.06,361.8,Pulses
50.59,24.23,46.21,20.2,51.7,6.62,238.91,Pulses
56.63,29.43,62.72,18.69,43.45,7.27,326.16,Wheat
71.56,26.31,53.49,28.5,70.59,6.45,1398.65,Rice
143.74,58.48,100.0,24.79,79.67,7.25,1014.77,Sugarcane
60.04,26.0,40.53,17.8,51.43,6.96,334.51,Barley
128.08,41.16,95.41,21.15,73.63,7.57,472.9,Sugarbeet
50.14,16.78,35.16,30.85,45.38,6.75,473.57,Millet
61.85,29.95,37.45,20.2,56.34,7.46,336.18,Wheat
58.8,13.27,58.54,20.88,72.18,7.11,342.29,Pulses
101.77,34.72,76.75,22.47,69.12,6.76,378.47,Tomato
16.83,14.41,20.89,26.02,51.16,6.27,565.03,Groundnut
105.8,36.38,57.91,25.22,63.95,6.79,513.72,Corn
75.61,31.38,53.01,32.58,89.73,6.22,1372.92,Rice
109.58,33.3,59.91,17.41,59.42,6.55,195.13,Onion
56.96,20.14,46.85,20.55,46.49,7.02,276.99,Pulses
134.97,46.32,83.21,16.63,71.66,7.2,387.78,Sugarbeet
37.77,28.01,36.74,20.0,74.08,7.22,213.39,Wheat
68.48,29.99,61.36,28.7,44.4,6.95,604.89,Cotton
68.12,26.9,37.52,16.89,46.26,7.3,227.14,Gram
59.15,21.53,21.15,20.43,54.49,7.03,177.45,Gram
44.43,15.72,30.89,29.68,65.33,6.39,566.76,Groundnut
95.59,26.98,27.12,29.31,80.63,6.77,1303.6,Rice
82.85,23.73,57.34,32.4,40.99,6.75,620.0,Cotton
134.24,57.75,100.0,21.72,50.27,6.41,1004.62,Sugarcane
115.46,56.19,95.85,26.51,76.85,6.98,1075.55,Sugarcane
111.96,28.6,51.4,26.71,67.71,7.12,475.2,Corn
42.76,28.56,41.46,18.99,58.31,6.5,325.91,Gram
63.0,36.03,47.7,25.33,76.13,7.1,509.99,Soybean
29.05,26.61,20.42,30.13,39.68,7.18,439.76,Millet
110.65,42.01,84.18,21.49,60.06,6.94,383.78,Sugarbeet
111.85,33.35,57.06,26.61,67.13,6.57,482.6,Corn
12.17,16.99,33.21,21.54,44.6,6.22,330.26,Pulses
75.88,32.88,47.65,29.17,80.07,6.03,1334.31,Rice
83.47,24.91,58.41,30.67,57.42,7.34,504.06,Cotton
130.42,58.94,90.4,21.83,68.43,6.76,1025.73,Sugarcane
62.47,29.68,50.01,29.17,89.22,6.24,1331.0,Rice
130.6,55.07,100.0,27.43,82.61,6.76,1036.17,Sugarcane
34.51,9.84,53.02,23.29,57.3,6.38,461.69,Groundnut
32.92,19.52,36.22,29.15,61.21,6.41,417.71,Groundnut
116.25,35.96,43.95,23.69,46.25,6.36,348.07,Corn
55.86,34.59,32.62,22.41,44.12,6.68,214.7,Pulses
83.41,32.63,53.12,21.27,69.74,7.3,311.98,Wheat
78.98,18.83,24.96,19.29,58.68,6.84,304.68,Barley
118.82,25.57,51.1,27.49,59.18,6.93,372.46,Corn
21.45,26.44,56.0,17.95,46.98,7.09,203.21,Gram
48.37,25.99,37.89,27.6,61.21,6.87,388.96,Groundnut
52.88,18.81,29.69,26.48,34.68,7.08,488.83,Millet
89.77,37.79,73.04,23.21,57.95,6.73,272.75,Wheat
64.77,29.12,63.33,34.12,95.07,6.59,1375.31,Rice
58.88,18.78,47.39,31.05,56.25,6.4,517.59,Millet
47.21,25.83,24.4,25.8,59.37,6.34,456.75,Groundnut
44.8,33.67,39.69,21.92,59.18,6.73,263.35,Gram
20.82,27.75,37.01,22.14,55.84,6.73,296.91,Pulses
100.47,29.17,50.36,23.42,64.22,6.41,369.59,Tomato
49.36,29.28,42.82,31.34,91.18,6.23,1407.1,Rice
100.58,31.01,54.2,19.88,59.48,7.08,405.11,Tomato
55.65,37.69,35.37,20.01,53.96,6.84,318.01,Wheat
102.53,36.94,44.49,20.32,87.97,6.91,425.46,Tomato
132.42,48.37,88.22,19.92,54.47,7.27,488.88,Sugarbeet
89.33,20.48,65.16,29.03,66.68,6.55,407.41,Tomato
63.54,22.23,59.29,23.91,43.35,7.71,268.82,Wheat
49.48,35.14,65.51,23.56,66.0,6.67,569.86,Soybean
140.92,32.65,35.89,25.14,68.78,6.24,503.24,Corn
64.64,11.11,13.76,29.43,32.14,7.0,451.8,Millet
82.05,36.35,51.52,30.26,53.17,6.69,631.55,Cotton
92.62,41.62,53.15,24.85,73.94,7.26,455.06,Tomato
75.31,24.25,42.78,20.05,71.53,6.84,346.19,Onion
24.37,12.36,37.94,22.64,51.48,5.81,445.58,Groundnut
102.65,20.96,64.51,24.84,67.56,6.96,300.6,Corn
36.2,26.74,39.05,18.53,63.77,7.36,376.46,Pulses
108.65,40.12,52.14,29.75,61.36,6.73,600.03,Cotton
74.06,22.27,50.72,34.87,78.76,6.39,1436.23,Rice
45.16,34.16,45.7,17.38,54.96,7.03,224.51,Barley
74.04,27.19,61.43,29.83,59.76,6.91,633.8,Cotton
53.39,30.95,37.79,29.89,89.38,6.14,1270.82,Rice
149.22,53.8,74.76,22.17,84.6,6.88,1076.55,Sugarcane
60.14,24.35,57.41,28.78,87.39,6.58,1387.39,Rice
108.59,34.38,44.85,29.14,64.28,6.76,1335.34,Rice
58.59,18.71,33.86,27.62,40.31,6.29,470.93,Groundnut
77.04,39.0,52.82,17.71,64.19,6.76,310.56,Onion
77.12,27.86,68.2,28.11,72.63,6.75,503.19,Tomato
54.87,28.17,54.19,29.96,85.01,6.21,1388.13,Rice
76.27,23.62,65.98,20.42,55.42,7.49,295.3,Barley
59.11,35.79,28.76,18.71,50.57,7.68,399.42,Barley
87.19,34.28,48.76,22.29,66.85,7.38,408.14,Corn
104.77,39.06,75.59,18.4,64.26,6.96,264.96,Onion
100.34,40.04,51.08,29.8,78.65,5.9,1433.78,Rice
142.13,34.55,57.65,22.26,58.1,6.85,510.2,Maize
32.37,26.81,64.79,22.8,61.46,7.03,541.93,Soybean
34.0,20.84,32.7,26.35,48.26,6.75,435.79,Groundnut
39.57,18.76,32.49,26.36,48.18,6.32,505.32,Groundnut
89.2,47.77,100.0,16.85,57.95,6.41,516.38,Sugarbeet
75.5,17.36,57.63,30.04,60.42,6.46,429.67,Soybean
23.84,20.62,1.84,30.66,56.9,7.04,513.14,Millet
54.25,33.65,49.48,24.54,69.88,6.31,489.15,Soybean
94.48,31.48,88.66,19.0,65.84,7.08,255.4,Onion
34.5,16.79,50.34,18.34,49.85,6.82,279.61,Pulses
41.38,36.21,59.02,17.85,65.82,6.5,372.97,Onion
71.46,23.95,53.25,17.61,63.1,7.08,270.57,Onion
98.15,20.73,72.47,26.9,38.92,7.02,644.98,Cotton
25.78,30.63,48.35,15.72,44.86,6.79,334.16,Pulses
96.89,31.54,69.24,22.08,68.03,6.19,485.31,Tomato
68.41,19.78,51.8,30.36,82.95,6.33,1367.62,Rice
93.7,23.78,59.85,17.61,59.47,6.29,362.76,Onion
136.38,67.68,86.96,24.9,82.5,6.59,1110.54,Sugarcane
159.32,60.05,90.26,23.66,75.93,6.59,944.61,Sugarcane
99.68,26.08,83.06,25.15,86.4,6.87,441.49,Tomato
58.59,27.42,56.43,23.02,59.39,6.94,281.08,Onion
87.86,34.76,51.1,18.59,43.37,7.25,256.78,Wheat
164.38,55.35,100.0,23.08,65.92,7.19,1031.67,Sugarcane
89.98,30.03,49.34,29.26,85.59,6.63,1260.98,Rice
77.18,26.01,63.64,25.69,55.7,6.63,208.57,Wheat
109.81,36.27,44.08,29.47,53.22,6.79,550.62,Cotton
33.03,20.07,39.0,19.27,51.45,6.36,306.81,Pulses
43.49,10.86,38.22,28.87,24.49,6.43,405.63,Millet
106.79,26.54,56.75,30.16,55.62,6.5,655.34,Cotton
162.07,64.71,95.52,25.09,78.15,6.79,1122.73,Sugarcane
88.2,28.76,62.63,24.95,68.68,6.51,496.91,Corn
43.73,21.89,54.71,28.87,43.55,6.54,579.26,Millet
60.09,17.7,49.64,28.35,59.64,7.01,593.6,Soybean
139.57,52.08,100.0,21.41,86.93,6.13,1121.3,Sugarcane
59.18,20.23,28.25,15.97,59.32,6.86,252.2,Gram
90.37,27.45,62.48,30.64,52.47,7.29,577.64,Cotton
83.0,27.79,65.57,29.16,75.61,6.48,1433.3,Rice
10.93,22.54,49.87,18.54,64.97,6.76,320.23,Pulses
30.03,30.23,57.68,25.84,54.61,6.84,409.51,Soybean
38.01,28.41,35.63,20.99,50.72,6.87,258.79,Gram
95.04,28.76,81.61,20.89,73.84,6.59,400.87,Onion
97.29,32.32,64.33,23.27,62.23,6.95,475.72,Maize
130.98,26.75,42.31,23.97,72.11,6.97,344.19,Maize
81.88,28.82,49.52,23.53,62.84,6.7,463.88,Corn
74.47,16.13,58.53,32.02,89.42,5.7,1354.29,Rice
75.99,24.37,50.93,23.28,61.54,7.48,401.7,Barley
59.43,32.44,41.85,24.75,71.69,6.66,524.05,Soybean
111.2,40.66,80.48,19.12,65.39,7.17,510.5,Sugarbeet
95.46,33.86,75.91,33.28,51.81,6.84,611.01,Cotton
78.27,31.63,52.47,22.52,64.04,7.16,487.24,Tomato
30.94,24.58,34.34,20.86,53.07,6.52,321.45,Pulses
83.17,29.34,60.75,32.18,83.9,6.67,1295.02,Rice
91.13,24.4,53.67,30.01,55.55,7.31,509.92,Cotton
173.1,70.27,88.28,22.55,74.08,6.45,1127.12,Sugarcane
149.51,56.98,100.0,25.96,83.0,6.73,1078.13,Sugarcane
84.34,30.76,63.52,30.7,56.33,6.93,644.89,Cotton
158.05,63.8,94.06,26.15,94.19,6.82,1030.64,Sugarcane
43.13,23.02,34.87,23.55,45.18,7.33,391.45,Groundnut
55.4,20.97,32.9,23.11,35.41,6.83,328.19,Barley
54.72,22.12,33.98,31.06,52.83,6.8,531.01,Millet
